nome,genero,presenca_plenario,ausencia_justificada_plenario,ausencia_plenario,presenca_comissao,ausencia_justificada_comissao,ausencia_comissao,data_nascimento,gasto_total_par,gasto_total_gab,salario_bruto,gasto_jan_par,gasto_fev_par,gasto_mar_par,gasto_abr_par,gasto_maio_par,gasto_junho_par,gasto_jul_par,gasto_agosto_par,gasto_set_par,gasto_out_par,gasto_nov_par,gasto_dez_par,gasto_jan_gab,gasto_fev_gab,gasto_mar_gab,gasto_abr_gab,gasto_maio_gab,gasto_junho_gab,gasto_jul_gab,gasto_agosto_gab,gasto_set_gab,gasto_out_gab,gasto_nov_gab,gasto_dez_gab
MARCELO RAMOS RODRIGUES,M,82,8,2,2,0,7,29/08/1973,"393.024,04",0.23911456533585337%,"33.763,00","20.242,76","39.354,81","57.067,23","41.579,55","41.462,69","62.349,92","61.760,73","26.114,33","23.392,50","19.485,56",-,-,"111.617,27","110.137,00","111.465,63","109.386,03","108.808,39","111.155,67","111.295,59","109.732,76","110.023,99","111.617,28","213,96",-
JOSÉ MARCELO DO NASCIMENTO NILO,M,80,6,6,13,2,0,26/04/1955,"368.184,17",6.822083536771566%,"33.763,00","61.106,10","34.937,85","36.268,18","35.389,33","40.958,43","43.742,38","26.510,69","33.743,64","26.004,96","25.061,20",-,-,"111.617,25","111.617,25","111.617,25","111.617,25","111.617,25","111.617,25","111.617,25","111.617,25","111.617,25","111.617,25","4.461,41",-
MÁRCIO JERRY SARAIVA BARROSO,M,63,2,3,21,0,14,14/11/1966,"167.499,18",0.16509152752097178%,"33.763,00",-,-,-,"47.522,26","20.971,05","31.931,29","25.964,48","19.440,27","14.973,54","6.427,26",-,-,"0,00","0,00","0,00","96.777,84","71.249,98","101.748,27","109.177,73","108.910,83","109.376,66","111.277,48","269,03",-
PEDRO AUGUSTO PALARETI,M,58,30,4,0,0,0,08/05/1963,"367.671,53",0%,"33.763,00","45.002,25","41.793,92","40.476,10","40.011,13","35.738,01","27.595,55","37.061,80","25.670,21","26.631,48","47.691,08",-,-,"111.303,15","110.591,43","108.880,91","108.844,10","110.241,85","110.633,34","111.623,25","108.056,54","110.241,43","109.098,65","0,00",-
MARCELO PIRES MORAES,M,87,3,2,16,3,16,07/08/1979,"215.345,92",0%,"33.763,00","15.903,33","44.958,34","24.488,41","33.677,36","24.420,07","32.417,15","26.539,86","4.190,21","4.950,67","3.800,52",-,-,"108.976,88","107.192,46","110.469,44","109.177,45","111.026,25","111.653,48","111.653,48","111.653,48","105.897,43","103.044,72","0,00",-
PEDRO OLIVEIRA CUNHA LIMA,M,39,0,4,0,0,1,15/08/1988,"54.842,81",0%,"33.763,00","15.105,40","6.552,71",-,-,-,"19.551,73","4.675,93","7.482,04","744,31","730,69",-,-,"102.779,29","102.779,29","103.224,64","109.459,52","109.682,19","109.682,19","103.892,66","102.779,29","102.779,29","102.779,29","0,00",-
PEDRO LUCAS ANDRADE FERNANDES RIBEIRO,M,81,10,1,45,8,12,01/11/1979,"364.636,72",12.492298104593502%,"33.763,00","35.356,92","46.331,54","47.765,23","35.975,34","40.146,04","30.438,93","45.067,84","23.587,48","20.171,86","25.619,46",-,-,"111.508,09","111.508,09","111.508,09","109.984,78","111.508,09","111.508,09","111.508,09","111.508,09","111.508,09","111.508,09","14.176,08",-
PEDRO FRANCISCO UCZAI,M,82,9,1,48,12,31,10/03/1963,"311.583,40",0.7071221886575187%,"33.763,00","32.367,32","27.996,85","29.187,49","52.327,88","18.046,24","47.932,03","39.574,89","34.048,81","9.759,62","19.368,58",-,-,"111.168,36","111.574,57","111.623,31","111.395,97","111.623,31","110.426,54","111.623,30","111.623,30","111.623,30","111.623,30","973,69",-
PEDRO PAULO CARVALHO TEIXEIRA,M,63,0,5,15,0,12,29/06/1972,"251.007,52",0%,"33.763,00",-,-,-,"42.918,65","51.163,43","43.675,67","42.675,89","12.939,06","27.396,36","30.238,46",-,-,"0,00","0,00","0,00","64.406,44","25.314,28","81.028,78","68.927,62","64.604,46","98.824,28","81.319,51","0,00",-
PEDRO TORRES BRANDÃO VILELA,M,85,5,2,43,5,21,01/05/1985,"403.054,99",2.8185631101929802%,"33.763,00","31.328,35","40.549,36","55.871,88","42.801,44","58.384,84","30.516,96","34.120,10","39.606,51","35.100,26","33.402,57",-,-,"111.574,73","111.574,73","111.574,73","111.574,72","111.157,40","111.423,47","110.673,83","110.454,25","111.568,59","111.433,97","1.372,72",-
ANTÔNIO PINHEIRO NETO,M,91,1,0,20,4,1,30/05/1991,"295.320,63",0.7517494874293514%,"33.763,00","34.997,43","48.213,22","38.778,05","34.383,72","35.564,82","26.281,37","23.988,24","21.895,37","8.254,43","22.120,56",-,-,"111.556,62","111.556,62","111.556,62","108.716,69","107.672,88","110.221,78","111.520,27","111.520,27","111.520,27","111.520,27","843,42",-
PEDRO BANDARRA WESTPHALEN,M,91,0,1,75,2,1,19/12/1950,"378.588,85",5.8640632004618505%,"33.763,00","36.518,28","54.324,72","62.114,31","44.251,67","50.504,82","34.167,19","35.224,30","25.574,63","8.729,07","22.152,91",-,-,"111.526,25","111.526,25","111.526,25","111.526,25","111.526,25","111.526,25","111.526,25","111.526,25","111.526,25","111.526,25","5.026,95",-
PEDRO DEBONI LUPION MELLO,M,80,9,3,62,1,6,04/06/1983,"310.649,76",0%,"33.763,00","6.990,56","44.793,64","46.634,00","41.298,48","51.461,51","35.147,53","27.135,20","18.926,03","17.431,98","20.830,83",-,-,"111.605,04","111.605,04","111.605,04","105.063,35","111.605,04","111.605,04","111.605,04","111.605,04","111.605,04","111.605,04","0,00",-
DARCI POMPEO DE MATTOS,M,89,2,1,65,11,43,12/07/1958,"358.380,95",0.6120940860493194%,"33.763,00","41.231,74","59.462,92","49.369,15","73.003,33","33.109,82","28.978,11","25.956,45","17.821,83","16.082,73","12.802,87",-,-,"111.204,69","111.204,69","110.681,07","111.198,62","110.983,29","111.016,67","111.016,67","111.100,61","111.392,73","111.412,10","562,00",-
ALCIDES RIBEIRO FILHO,M,85,0,7,37,0,24,25/10/1953,"341.806,61",5.914180223806383%,"33.763,00","33.108,61","33.113,89","48.105,19","48.112,75","48.107,00","33.107,36","36.344,43","15.569,34","12.097,38","31.074,94",-,-,"111.586,87","111.586,87","110.799,10","111.671,93","108.381,81","110.344,32","111.671,93","111.029,15","110.343,52","110.343,52","3.065,72",-
ISRAEL MATOS BATISTA,M,89,3,0,55,0,14,02/05/1982,"268.808,04",0%,"33.763,00","24.294,73","25.264,69","33.230,03","44.260,36","31.069,74","16.543,25","15.516,55","11.331,89","12.985,33","54.311,47",-,-,"108.657,06","109.957,54","111.581,39","110.968,15","106.242,06","108.128,74","109.508,43","111.653,58","108.724,61","111.653,60","0,00",-
JOZIEL FERREIRA CARLOS,M,88,0,4,35,0,42,22/04/1966,"337.007,74",1.4828580364198072%,"33.763,00","26.284,98","21.925,42","46.651,94","45.817,36","55.224,11","25.815,11","24.873,87","32.404,12","21.329,86","35.691,44",-,-,"110.786,15","110.786,15","110.786,15","111.298,81","110.786,15","110.023,45","111.617,14","111.033,65","111.084,56","95.020,46","989,53",-
REGINALDO LÁZARO DE OLIVEIRA LOPES,M,77,15,0,4,5,55,02/04/1973,"284.845,43",0.04606455341419165%,"33.763,00","22.866,69","27.219,10","59.587,46","49.989,97","50.048,57","35.479,55","19.697,60","15.557,40","2.969,06","1.377,71",-,-,"108.026,25","109.022,78","111.193,01","111.289,68","111.289,68","111.083,64","105.108,61","107.364,31","111.138,02","109.639,57","52,32",-
RAFAEL HUETE DA MOTTA,M,80,5,7,27,4,21,15/08/1986,"254.312,04",1.0610659265236297%,"33.763,00","22.061,25","20.987,07","32.044,73","38.481,01","47.323,12","19.788,15","28.425,17","12.569,51","12.585,75","17.680,35",-,-,"111.611,09","111.611,06","111.611,06","111.611,06","111.611,06","111.611,06","111.611,06","111.611,06","111.611,06","111.611,06","2.365,93",-
RAUL JEAN LOUIS HENRY JÚNIOR,M,86,6,0,36,6,21,06/06/1964,"289.591,39",1.198346280728639%,"33.763,00","38.165,25","29.302,36","30.472,86","44.657,47","39.228,39","34.719,45","33.058,24","17.205,35","5.575,16","15.158,34",-,-,"111.611,04","111.611,04","111.611,04","111.611,04","111.611,04","111.611,04","111.611,04","111.611,04","111.611,04","111.611,04","2.048,52",-
RAIMUNDO MAGALHÃES COSTA,M,77,10,5,25,8,13,09/03/1961,"385.527,77",0.7062860414384742%,"33.763,00","31.247,01","33.852,56","35.730,14","59.847,83","54.251,36","39.948,97","38.881,38","37.224,96","30.425,51","23.741,54",-,-,"109.381,85","111.443,89","110.344,94","110.092,70","107.265,94","110.034,01","111.291,20","110.355,30","111.665,71","111.572,77","376,51",-
RICARDO CORREA DE BARROS,M,82,8,2,16,3,8,27/10/1959,"242.925,61",0.351103341787882%,"33.763,00","34.114,07","35.083,65","33.217,15","47.361,51","47.538,24","22.483,72","14.839,35","3.821,91","2.615,91","1.320,06",-,-,"111.449,81","111.363,00","111.585,60","111.421,42","110.962,81","111.065,11","110.412,97","111.435,17","110.878,73","111.477,81","530,04",-
RICARDO JOSÉ MAGALHÃES BARROS,M,85,7,0,27,4,12,15/11/1959,"287.933,69",0%,"33.763,00","31.383,94","29.984,02","32.699,54","31.338,43","38.325,55","31.141,41","40.542,02","28.929,56","8.765,20","14.824,02",-,-,"110.792,29","109.833,02","109.637,04","106.128,07","109.134,10","104.534,79","103.324,87","103.658,88","103.658,88","105.536,16","0,00",-
RENILDO VASCONCELOS CALHEIROS,M,74,18,0,5,14,50,20/04/1959,"281.851,28",0.7917254799007052%,"33.763,00","25.389,44","33.981,63","30.867,82","33.726,63","32.538,33","37.650,53","30.620,56","25.957,77","19.988,78","9.601,72",-,-,"110.852,80","110.852,80","109.867,21","108.361,91","107.453,52","110.816,41","110.388,48","110.325,08","110.325,08","110.325,08","1.528,07",-
RICARDO ZANATTA GUIDI,M,92,0,0,27,2,11,28/09/1977,"212.087,75",0.27113288887675974%,"33.763,00","20.891,82","27.553,59","25.787,02","34.612,26","36.603,04","34.669,08","20.256,07","1.117,85","489,75","9.491,30",-,-,"111.665,83","111.665,83","111.665,83","111.665,83","110.702,58","111.665,83","111.665,83","111.665,83","111.665,83","111.665,83","615,97",-
RICARDO IZAR JUNIOR,M,82,2,8,10,1,9,01/08/1968,"318.098,30",0%,"33.763,00","21.993,12","26.040,58","36.284,07","82.039,32","34.496,42","25.193,31","14.757,52","10.691,35","11.857,99","54.744,62",-,-,"111.574,72","111.565,62","111.631,28","111.355,92","111.653,59","111.556,47","111.563,15","111.599,55","111.580,77","111.624,79","0,00",-
JOÃO CARLOS SIQUEIRA,M,89,0,3,104,0,16,28/02/1967,"329.067,45",0%,"33.763,00","18.732,03","37.477,94","34.833,52","54.192,78","44.831,86","54.866,82","25.266,73","20.811,94","30.550,84","7.502,99",-,-,"111.635,71","111.635,71","111.635,71","111.599,34","111.621,16","111.599,34","111.599,34","110.786,91","111.599,34","111.650,98","0,00",-
GILDENEMIR DE LIMA SOUSA,M,74,4,14,12,3,18,08/11/1971,"316.273,65",0%,"33.763,00","21.687,15","23.939,17","27.502,58","41.443,63","30.200,89","96.284,55","18.286,41","23.625,66","20.193,95","13.109,66",-,-,"111.416,98","111.416,98","111.416,98","111.211,51","111.416,98","111.113,67","111.113,67","109.524,41","111.604,98","111.604,98","0,00",-
FRANCISCO EURICO DA SILVA,M,86,3,3,36,2,2,12/09/1962,"342.804,62",0.15072489549962095%,"33.763,00","14.408,85","34.580,27","33.487,40","34.367,09","61.812,66","44.384,17","39.009,40","33.133,99","26.233,24","21.210,64",-,-,"111.617,15","111.617,14","111.617,12","111.617,12","111.617,12","111.160,97","110.300,06","109.687,41","110.073,19","110.009,89","176,91",-
PATRUS ANANIAS DE SOUZA,M,78,5,9,42,5,5,26/01/1952,"333.602,52",2.3847341794402874%,"33.763,00","24.018,54","39.827,35","54.717,60","42.393,82","54.875,05","34.520,85","28.314,93","23.534,46","12.411,86","17.438,78",-,-,"111.471,79","111.471,79","111.471,79","111.471,79","111.471,79","111.471,79","111.471,79","111.471,79","111.471,79","111.471,79","1.549,28",-
PAULO FERNANDO DOS SANTOS,M,73,19,0,6,8,5,15/09/1957,"222.771,27",0.21752222896653117%,"33.763,00","17.870,27","16.725,90","32.875,97","33.319,95","39.024,79","22.766,87","23.531,76","13.785,48","14.270,34","8.103,75",-,-,"111.659,67","111.659,67","111.659,67","111.659,67","111.659,67","110.842,80","111.182,23","111.659,67","111.659,67","111.659,67","496,19",-
MANOEL ISIDORIO DE SANTANA JUNIOR,M,89,3,0,28,4,21,28/07/1962,"122.097,39",0%,"33.763,00","18.985,98","7.305,20","24.819,70","17.263,62","17.539,09","14.958,11","9.351,19","6.767,24","5.107,26","0,00",-,-,"107.571,53","110.759,99","109.535,10","111.629,57","109.059,48","111.629,57","110.968,20","109.579,33","109.579,33","109.579,33","0,00",-
MARCO ANTÔNIO FELICIANO,M,85,7,0,38,6,6,12/10/1972,"237.365,61",0%,"33.763,00","16.409,30","15.313,17","24.167,42","40.447,31","22.449,14","43.250,46","33.839,75","21.664,84","14.490,61","5.333,61",-,-,"111.368,34","104.360,16","111.368,34","111.368,34","110.321,79","109.798,51","107.823,56","111.368,34","111.368,34","111.368,34","0,00",-
PAULO PEREIRA DA SILVA,M,46,46,0,2,13,11,24/02/1956,"308.553,28",0.7979309017823387%,"33.763,00","29.383,01","37.602,30","44.450,75","47.674,81","46.446,53","19.088,84","19.977,90","19.527,49","16.302,91","27.225,40",-,-,"111.343,49","107.820,90","105.264,15","111.659,67","110.968,98","110.813,89","110.674,85","111.659,67","111.659,67","104.410,83","873,34",-
PAULO ABI-ACKEL,M,77,0,15,5,0,52,21/06/1963,"263.582,33",0.06044120733221499%,"33.763,00","50.879,76","37.955,13","37.414,19","34.690,33","37.784,96","17.048,14","19.193,24","11.703,00","7.031,98","9.800,90",-,-,"111.538,31","110.817,73","111.004,47","111.604,58","111.583,13","111.647,43","111.647,43","110.107,30","108.838,96","108.984,93","80,70",-
PAULO EDUARDO MAESTRI BENGTSON,M,74,18,0,36,13,32,06/01/1974,"366.770,47",20.4204439994188%,"33.763,00","24.899,76","55.324,78","56.960,66","30.445,65","35.093,13","25.398,99","50.948,77","12.321,28","10.877,93","39.272,42",-,-,"111.659,64","111.659,64","111.225,25","111.659,64","111.659,64","109.864,15","111.659,64","111.659,64","111.659,64","111.659,64","25.227,10",-
PAULO VELLOSO DANTAS AZI,M,84,4,4,40,3,22,14/01/1963,"303.819,28",0.04246145598143825%,"33.763,00","26.573,17","22.575,78","39.470,93","45.960,76","54.315,35","40.677,23","23.921,98","20.173,45","14.938,36","15.158,92",-,-,"111.653,56","111.653,56","111.653,56","111.653,56","111.653,56","105.448,85","111.501,94","84.752,91","94.178,04","94.178,04","53,35",-
PAULO ROBERTO FREIRE DA COSTA,M,74,8,10,21,2,9,14/02/1955,"187.702,71",0%,"33.763,00","28.123,72","40.814,59","34.070,90","41.182,90","19.783,12","7.628,08","363,70","7.406,48","4.265,11","4.064,11",-,-,"111.508,06","111.508,06","111.508,06","111.508,06","111.508,06","111.508,06","111.508,06","111.508,06","111.508,06","111.508,06","0,00",-
PAULO GUSTAVO GANIME ALVES TEIXEIRA,M,91,1,0,42,1,18,19/04/1983,"47.205,35",0%,"33.763,00","5.824,49","6.334,72","7.106,41","5.938,04","11.947,54","1.814,90","903,97","4,58","3,16","7.327,54",-,-,"73.760,41","73.760,41","63.558,10","63.218,02","63.218,02","62.690,90","48.131,14","59.845,03","50.259,82","53.153,86","0,00",-
PAULO ROBERTO FOLETTO,M,60,7,3,27,5,14,30/04/1956,"273.795,01",0.6221585382835313%,"33.763,00",-,-,"0,19","39.961,07","51.630,42","33.587,39","45.223,11","39.622,49","36.912,19","26.624,03",-,-,"0,00","0,00","7.203,85","111.447,51","107.317,70","111.550,44","111.550,44","111.550,44","110.584,76","111.578,78","234,12",-
PAULO JOSE CARLOS GUEDES,M,79,7,6,46,7,23,01/10/1970,"325.411,60",0.13926472957783706%,"33.763,00","50.413,88","36.385,16","43.402,14","41.593,85","47.827,78","21.450,49","21.887,90","27.132,68","21.181,05","14.036,67",-,-,"111.544,43","111.544,43","111.501,58","110.565,25","111.257,51","110.600,74","111.071,26","110.674,48","111.285,05","111.442,34","100,00",-
PAULO EDUARDO LIMA MARTINS,M,91,0,1,25,0,0,20/04/1981,"91.080,79",0.08008701750630558%,"33.763,00","3.945,73","11.259,49","14.805,25","2.707,30","19.018,57","8.218,59","11.131,25","16.570,06","22,25","3.129,33",-,-,"102.152,26","98.860,68","99.214,26","98.007,37","106.521,83","89.495,08","89.495,08","93.465,44","98.709,04","101.241,43","272,97",-
LUIZ PAULO TEIXEIRA FERREIRA,M,84,0,8,73,0,37,09/05/1961,"321.190,07",1.8940775074075074%,"33.763,00","40.466,04","38.234,76","37.583,20","42.509,71","39.346,86","25.284,11","20.834,46","19.352,10","7.832,41","48.080,49",-,-,"111.659,80","111.659,80","111.659,80","111.659,80","111.659,80","111.659,80","111.659,80","111.659,80","111.659,80","111.635,16","1.665,93",-
Paulo Sérgio Ramos Barboza,M,75,13,4,51,23,17,18/10/1944,"308.359,53",2.0553929997837157%,"33.763,00","31.306,73","33.083,48","45.488,92","40.776,21","41.894,52","31.441,15","25.189,78","21.649,26","20.853,85","14.891,88",-,-,"111.560,91","111.623,33","111.623,33","111.623,33","111.623,33","111.623,33","111.623,33","111.623,33","111.623,33","111.623,33","1.783,75",-
PAULO ROBERTO SEVERO PIMENTA,M,84,8,0,2,3,18,19/03/1965,"313.815,81",0.13111280068589548%,"33.763,00","41.686,99","42.323,66","49.222,99","32.901,03","42.354,53","24.113,63","31.686,30","12.308,50","7.348,04","29.691,83",-,-,"111.354,73","111.252,94","111.313,04","111.544,32","111.544,32","111.544,32","111.544,32","111.501,47","111.544,32","111.544,32","178,31",-
MARCOS ROBERIO RIBEIRO MONTEIRO,M,81,6,5,37,4,18,15/02/1970,"291.173,03",0%,"33.763,00","47.590,17","43.538,26","54.646,16","30.958,46","42.748,76","28.787,21","13.260,89","3.509,26","5.301,74","20.832,12",-,-,"111.586,97","111.592,17","111.596,36","111.479,16","111.537,03","111.586,97","109.754,31","110.277,92","111.586,97","111.618,66","0,00",-
PEDRO AUGUSTO GEROMEL BEZERRA DE MENEZES,M,69,22,1,9,8,10,11/10/1980,"328.673,66",2.0600781978216185%,"33.763,00","19.734,06","28.439,45","40.556,30","47.398,69","67.828,90","35.714,39","30.671,96","28.461,24","16.759,00","10.109,67",-,-,"94.142,10","93.371,15","93.371,15","92.962,20","93.371,15","102.548,76","89.862,58","88.681,70","91.617,35","99.421,93","3.000,00",-
RICARDO AUGUSTO MACHADO DA SILVA,M,89,0,3,51,0,14,01/09/1985,"298.965,98",1.247921198718863%,"33.763,00","46.869,46","45.084,75","38.278,91","44.758,85","27.339,96","31.421,18","25.575,18","20.837,80","14.187,11","3.170,84",-,-,"110.579,85","110.579,85","111.362,96","111.416,97","111.416,97","111.416,97","111.416,97","111.416,97","111.416,97","111.416,97","1.441,94",-
RICARDO TEOBALDO CAVALCANTI,M,67,9,16,6,4,15,18/10/1965,"352.070,43",0%,"33.763,00","75.838,70","29.031,88","30.495,58","37.062,21","29.669,48","33.057,30","33.767,66","29.421,01","26.958,82","26.767,79",-,-,"111.120,99","111.212,54","111.152,88","111.108,83","111.465,56","110.890,32","111.508,05","111.481,05","111.392,77","111.108,46","0,00",-
BENEDITO ROBERTO ALVES FERREIRA,M,71,5,2,33,2,26,27/05/1960,"230.098,88",0.0889711965746356%,"33.763,00",-,-,"33.796,04","35.983,32","30.363,13","37.144,68","34.164,65","28.065,77","19.938,52","10.559,32",-,-,"109.132,76","107.234,64","96.888,00","107.935,24","105.185,20","107.935,24","110.811,59","111.501,92","111.501,92","111.281,57","83,45",-
RODRIGO ANTONIO DE AGOSTINHO MENDONÇA,M,87,5,0,89,5,5,12/12/1977,"243.424,52",0%,"33.763,00","37.494,76","31.595,53","46.417,62","55.888,64","42.559,37","7.585,90","10.901,08","10.003,24","1,97","976,41",-,-,"110.810,36","110.810,36","110.810,36","110.810,36","110.810,36","110.810,36","102.087,70","102.087,70","102.087,70","103.464,83","0,00",-
RODRIGO FELINTO IBARRA EPITÁCIO MAIA,M,6,4,0,0,0,0,12/06/1970,"8.507,74",0.5957987016756137%,"33.763,00",-,-,-,-,-,-,-,-,-,"8.157,72",-,-,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","85.453,97","350,02",-
RODRIGO BATISTA DE CASTRO,M,85,4,3,19,4,24,15/07/1971,"298.598,28",1.5368472102638795%,"33.763,00","29.116,39","40.257,88","37.384,92","46.598,49","42.822,40","40.201,06","31.887,58","7.204,14","7.391,07","14.196,79",-,-,"110.306,95","110.306,95","110.761,50","111.520,32","111.635,37","107.830,91","100.648,62","97.447,42","96.783,22","96.743,20","1.537,56",-
RODRIGO COELHO,M,92,0,0,81,5,4,29/06/1980,"116.520,00",0%,"33.763,00","12.678,98","21.407,72","25.770,44","25.418,03","13.620,70","7.973,08","3.227,19","8,21","1,82","6.413,83",-,-,"109.154,71","111.314,40","111.501,02","111.586,72","111.586,72","110.156,87","109.978,97","109.732,04","111.665,67","111.274,68","0,00",-
RONALDO CARLETTO,M,88,4,0,5,3,16,05/01/1960,"275.641,18",0.7717756600763073%,"33.763,00","39.853,86","37.423,24","49.246,61","45.779,44","35.321,41","16.673,29","17.006,88","22.617,74","7.609,31","2.915,68",-,-,"111.586,93","111.586,93","111.586,93","111.586,93","111.586,93","111.586,93","111.586,93","111.586,93","111.586,93","108.778,61","1.193,72",-
ROGÉRIO CORREIA DE MOURA BAPTISTA,M,88,0,4,56,0,12,11/01/1958,"308.243,82",1.3748377605011157%,"33.763,00","24.911,46","32.959,38","35.823,09","39.922,11","33.558,57","30.506,71","29.548,85","32.578,63","29.736,38","17.461,10",-,-,"111.550,47","111.550,47","111.492,96","111.322,71","111.586,89","111.550,47","111.550,47","111.550,47","111.550,47","111.550,47","1.237,54",-
ROBERTO ALVES DE LUCENA,M,90,1,1,57,5,32,18/04/1966,"343.111,53",2.3943100556051036%,"33.763,00","27.341,46","32.606,18","45.748,00","44.824,77","61.804,31","33.506,21","25.809,69","16.752,34","15.560,73","37.298,76",-,-,"111.550,40","111.427,12","111.550,39","103.862,46","106.316,60","110.721,82","111.475,46","111.586,80","111.586,80","111.638,44","1.859,08",-
ROGÉRIO MENDONÇA,M,84,5,3,46,2,3,27/01/1953,"282.751,98",0.5138338332164742%,"33.763,00","19.071,55","19.591,03","40.202,77","30.598,89","23.209,03","32.032,33","30.699,45","29.926,43","38.113,63","18.450,40",-,-,"109.169,18","108.681,15","110.025,02","110.179,58","111.462,30","109.656,30","110.879,89","109.964,15","110.926,70","109.768,29","856,47",-
